BACKWARD_COUNT = 62
{"src": "event-banchao-jingying-xiyu", "src_name": "班超经营西域", "rel": "precedes", "confidence": null, "src_start": 73, "src_end": 91, "src_period": "period-eastern-han", "src_regime": null, "src_summary": "永平十六年（73年）窦固北征匈奴时，班超随军出使西域，以\"不入虎穴，焉得虎子\"之胆识杀匈奴使者镇抚鄯善、于阗、疏勒诸国，此后数十年经营西域，重建汉朝在西域的统治；永元三年（91年）班超任西域都护，永元九年（97年）遣甘英出使大秦（罗马）方向。", "tgt": "event-dougu-beixiong", "tgt_name": "窦固窦宪北伐匈奴（燕然勒石）", "tgt_start": 89, "tgt_end": 91, "tgt_period": "period-eastern-han", "tgt_regime": null, "tgt_summary": "永元元年（89年），车骑将军窦宪与耿秉等大破北匈奴于稽落山，登燕然山刻石纪功（燕然勒石）；90年再破之，91年北匈奴单于西遁，北匈奴政权瓦解。此役为东汉对北方匈奴的最后决定性胜利，但窦宪班师后权倾朝野，旋被和帝诛灭。", "relation_desc": "窦固北伐为同期对外经略"}
{"src": "event-fangla-qiyi", "src_name": "方腊起义（睦州）", "rel": "precedes", "confidence": 0.5, "src_start": 1120, "src_end": 1121, "src_period": "period-northern-song", "src_regime": null, "src_summary": "宣和二年至三年（1120—1121 年），两浙睦州青溪方腊聚众起义，攻占六州五十余县，后童贯率军镇压，方腊被俘遇害；起义与花石纲及东南赋役有关，是北宋末江南社会矛盾的集中爆发。", "tgt": "event-hai-shang-zhi-meng", "tgt_name": "海上之盟（宋金联合攻辽）", "tgt_start": 1120, "tgt_end": 1120, "tgt_period": "period-northern-song", "tgt_regime": null, "tgt_summary": "宣和二年（1120 年），北宋徽宗君臣经登州海路遣使赴金，与金缔结盟约：宋金夹攻辽国，灭辽后燕云十六州之地归还北宋（金取中京、宋取燕京）；盟约随后因宋军攻燕不力及金军索价而埋下宋金冲突伏笔。", "relation_desc": "与宋金海上之盟同时期（宣和二年）。"}
{"src": "event-yuanjia-zhizhi", "src_name": "元嘉之治", "rel": "precedes", "confidence": 0.7, "src_start": 424, "src_end": 453, "src_period": "period-northern-southern", "src_regime": null, "src_summary": "宋文帝在位（424—453年）期间，免除苛税、劝课农桑、整顿吏治，政治相对安定，史称\"元嘉之治\"（属后世概括）。元嘉中后期因北伐失利与内部动乱而转衰。", "tgt": "event-yuanjia-beifa", "tgt_name": "元嘉北伐", "tgt_start": 430, "tgt_end": 452, "tgt_period": "period-northern-southern", "tgt_regime": null, "tgt_summary": "元嘉七年至二十九年（430—452年）宋文帝两度大规模北伐北魏，均遭惨败：450年拓跋焘南侵至瓜步，刘宋江北残破。元嘉北伐失败宣告\"元嘉之治\"的军事幻想破灭，南朝防势自此转入守势。", "relation_desc": "元嘉之治后期转入北伐与衰败"}
{"src": "event-yubi-zhizhan", "src_name": "玉壁之战", "rel": "precedes", "confidence": 0.6, "src_start": 546, "src_end": 546, "src_period": "period-northern-southern", "src_regime": null, "src_summary": "武定四年（546年）东魏高欢率大军围攻西魏玉壁（今山西稷山西南），北周名将韦孝宽固守五十余日，高欢败归，次年病死。玉壁之战是东西魏最具决定性的攻防战，阻遏了东魏吞并西魏的企图。", "tgt": "event-fubing-zhi", "tgt_name": "西魏府兵制创建", "tgt_start": 543, "tgt_end": 550, "tgt_period": "period-northern-southern", "tgt_regime": null, "tgt_summary": "西魏大统年间（约543—550年）宇文泰仿周礼建置六军，以柱国、大将军分统府兵，创立\"府兵制\"（六柱国十二大将军），兵农合一的府兵体系成为其后北周、隋唐军制的源头。", "relation_desc": "西魏守城取胜强化府兵制构建"}
{"src": "event-zhouwudi-qinzheng", "src_name": "周武帝亲政与改革", "rel": "leads_to", "confidence": 0.9, "src_start": 572, "src_end": 578, "src_period": "period-northern-southern", "src_regime": null, "src_summary": "建德元年（572年）周武帝宇文邕诛杀权臣宇文护，正式亲政，实行改革：整顿府兵、褒奖农桑、灭佛（574年）以充实国力，并积极备战东伐。周武帝改革使北周国力反超北齐，为统一北方奠定基础。", "tgt": "event-beizhou-mie-beiqi", "tgt_name": "北周灭北齐", "tgt_start": 576, "tgt_end": 577, "tgt_period": "period-northern-southern", "tgt_regime": null, "tgt_summary": "建德五年至六年（576—577年）周武帝亲率大军伐齐，破晋阳、克邺，北齐后主被俘，北齐灭亡，北周统一北方。北周灭北齐结束北方东西对峙，北方重归一统，为隋朝取代北周并统一全国铺平道路。", "relation_desc": "周武帝改革后出兵灭北齐"}
{"src": "event-chuhan-qin-revolt", "src_name": "秦末起义", "rel": "leads_to", "confidence": 0.7, "src_start": -209, "src_end": -206, "src_period": "period-qin", "src_regime": null, "src_summary": "秦末多地反秦力量兴起并推动旧秩序瓦解。", "tgt": "event-chuhan-julu", "tgt_name": "巨鹿之战", "tgt_start": -207, "tgt_end": -207, "tgt_period": "period-qin", "tgt_regime": null, "tgt_summary": "反秦战争中的关键战役节点。", "relation_desc": "反秦战争的发展引出巨鹿等关键战役。"}
{"src": "event-nanming-longwu-yongli", "src_name": "南明隆武、永历政权（至南明灭亡）", "rel": "precedes", "confidence": 0.6, "src_start": 1645, "src_end": 1662, "src_period": "period-qing", "src_regime": null, "src_summary": "顺治二年至康熙元年（1645—1662 年），明宗室先后建立隆武（福州，1645—1646）、绍武、永历（肇庆/云贵，1646—1662）等政权，与清军周旋于东南与西南；康熙元年（1662 年）永历帝在昆明被吴三桂杀害，南明主要政权灭亡", "tgt": "event-zhengchenggong-qu-taiwan", "tgt_name": "郑成功攻取台湾", "tgt_start": 1661, "tgt_end": 1662, "tgt_period": "period-qing", "tgt_regime": null, "tgt_summary": "永历十五年（1661 年），郑成功率军自金厦渡海攻台湾，围困荷兰殖民者据守的热兰遮城，1662 年荷兰人投降，台湾纳入明郑政权统治；郑成功同年病逝，其子郑经继领台湾。", "relation_desc": "郑成功等依托海疆继续抗清。"}
{"src": "event-tanding-rumu", "src_name": "摊丁入亩与耗羡归公（雍正财政改革）", "rel": "precedes", "confidence": 0.6, "src_start": 1723, "src_end": 1729, "src_period": "period-qing", "src_regime": null, "src_summary": "雍正元年至七年（1723—1729 年），雍正帝推行\"摊丁入亩\"（将丁银并入田赋征收）与\"耗羡归公\"（火耗统一上缴并发放养廉银），简化赋役、整顿地方财政，为清代税收制度的重要变革。", "tgt": "event-gaituguiliu", "tgt_name": "改土归流（雍正朝西南改流）", "tgt_start": 1726, "tgt_end": 1731, "tgt_period": "period-qing", "tgt_regime": null, "tgt_summary": "雍正四至九年（1726—1731 年），清廷在西南（云贵桂川等）大规模推行改土归流：废除世袭土司，改设流官，中央直接治理；为统一边疆的重要政治举措，过程中伴随武力镇抚。", "relation_desc": "同期推行改土归流。"}
{"src": "event-guomin-gemingjun-beifa", "src_name": "国民革命军北伐", "rel": "leads_to", "confidence": 0.9, "src_start": 1926, "src_end": 1928, "src_period": "period-republic", "src_regime": null, "src_summary": "1926 年 7 月，国民革命军从广东誓师北伐，先后击溃吴佩孚（湖北）、孙传芳（东南）、张作霖（北方），1928 年 6 月进入北京，北伐名义完成，北洋军阀政权覆灭。", "tgt": "event-nanjing-guominzhengfu", "tgt_name": "南京国民政府建立", "tgt_start": 1927, "tgt_end": 1927, "tgt_period": "period-republic", "tgt_regime": null, "tgt_summary": "1927 年 4 月 18 日，国民政府在南京成立（宁汉分裂后逐步整合），1928 年北伐完成后南京成为全国性中央政府所在地（抗战时期曾迁重庆）。", "relation_desc": "北伐期间在南京建立国民政府。"}
{"src": "event-baidatuan", "src_name": "百团大战", "rel": "precedes", "confidence": 0.5, "src_start": 1940, "src_end": 1940, "src_period": "period-republic", "src_regime": null, "src_summary": "1940 年 8 月至 12 月，中共领导的八路军在华北发动百团大战（因兵力约一百零五个团得名），破袭日军交通线与据点，为敌后战场规模最大的攻势作战（战斗数据与评价见专史，两方文献记载有差异）。", "tgt": "event-changsha-huizhan", "tgt_name": "长沙会战（三次大会战）", "tgt_start": 1939, "tgt_end": 1942, "tgt_period": "period-republic", "tgt_regime": null, "tgt_summary": "1939 年 9 月至 1942 年 1 月，中日军队在长沙地区展开三次大会战，中国军队均击退日军进攻（第九战区），长沙保卫战为相持阶段的重要战例。", "relation_desc": "同一时期敌后战场的攻势。"}
{"src": "event-yuanzhengjun", "src_name": "中国远征军（滇缅战场）", "rel": "precedes", "confidence": 0.6, "src_start": 1942, "src_end": 1945, "src_period": "period-republic", "src_regime": null, "src_summary": "1942 年日军攻占缅甸后，中国组建远征军入缅作战（第一次入缅失利），1943—1945 年驻印军与滇西远征军反攻（缅北滇西反攻战），配合盟军打通中印公路，为世界反法西斯战争中国战场的海外作战部分。", "tgt": "event-yuxianggui", "tgt_name": "豫湘桂战役", "tgt_start": 1944, "tgt_end": 1944, "tgt_period": "period-republic", "tgt_regime": null, "tgt_summary": "1944 年 4—12 月，日军发动打通大陆交通线的\"一号作战\"（豫湘桂战役），攻占河南、湖南、广西大部，中国军队正面战场出现大溃退（损失巨大，数据见专史）；是为中国战场后期规模最大的一次反攻性进攻。", "relation_desc": "1944 年反攻期间豫湘桂战役发生。"}
{"src": "event-ran-wei", "src_name": "冉魏建立与北方动荡", "rel": "precedes", "confidence": 0.7, "src_start": 350, "src_end": 352, "src_period": "period-sixteen-kingdoms", "src_regime": null, "src_summary": "后赵石虎死后诸子争立，350年将领冉闵（石闵）据邺建立冉魏，其间发生针对胡羯的排压与屠杀（史称\"杀胡\"，后世史论对其性质多歧见），北方人口锐减、各族武装混战。352年冉魏为前燕慕容恪所灭。冉魏之短暂政权反映后赵崩溃后北方社会的极端动荡。", "tgt": "event-qian-yan-qiang", "tgt_name": "前燕崛起", "tgt_start": 337, "tgt_end": 352, "tgt_period": "period-sixteen-kingdoms", "tgt_regime": null, "tgt_summary": "东晋咸康三年（337年）慕容皝自称燕王，建立前燕于辽东，至352年慕容儁灭冉魏入主中原。前燕是鲜卑慕容部建立的强盛政权，其后统一关东大部，成为北方主要力量之一。", "relation_desc": "冉魏亡于前燕扩张"}
{"src": "event-fu-jian-wangmeng", "src_name": "苻坚即位、王猛辅政", "rel": "precedes", "confidence": null, "src_start": 357, "src_end": 357, "src_period": "period-sixteen-kingdoms", "src_regime": null, "src_summary": "升平元年（357年）苻坚击杀暴虐的苻生即前秦天王位，重用汉人谋臣王猛，励精图治。苻坚—王猛君臣组合是前秦急速崛起的关键。", "tgt": "event-qian-yan-qiang", "tgt_name": "前燕崛起", "tgt_start": 337, "tgt_end": 352, "tgt_period": "period-sixteen-kingdoms", "tgt_regime": null, "tgt_summary": "东晋咸康三年（337年）慕容皝自称燕王，建立前燕于辽东，至352年慕容儁灭冉魏入主中原。前燕是鲜卑慕容部建立的强盛政权，其后统一关东大部，成为北方主要力量之一。", "relation_desc": null}
{"src": "event-qian-qin-wajie", "src_name": "前秦瓦解", "rel": "leads_to", "confidence": 0.8, "src_start": 384, "src_end": 394, "src_period": "period-sixteen-kingdoms", "src_regime": null, "src_summary": "淝水之战后，前秦统治下的各族首领纷纷自立：慕容垂称后燕（384）、姚苌称后秦（384）、苻坚为姚苌所擒杀（385）；至394年慕容垂灭西燕、姚兴灭前秦，前秦彻底灭亡。前秦瓦解使北方重新陷入十几个政权并立的\"复分裂\"状态。", "tgt": "event-hou-yan-jianli", "tgt_name": "后燕建立", "tgt_start": 384, "tgt_end": 384, "tgt_period": "period-sixteen-kingdoms", "tgt_regime": null, "tgt_summary": "慕容垂于太元九年（384年）称燕王，重建燕政权（后燕），都中山。后燕吸取前秦复置诸州经验，一度控制河北、山东大部，是淝水后北方最强大的政权，最终败于北魏（参合陂之战）。", "relation_desc": "前秦瓦解后后燕后秦等政权并立"}
{"src": "event-beiwei-jianguo", "src_name": "拓跋珪重建代国、北魏建立", "rel": "precedes", "confidence": null, "src_start": 386, "src_end": 386, "src_period": "period-sixteen-kingdoms", "src_regime": null, "src_summary": "登国元年（386年）拓跋珪在牛川重建代国，随即改称魏，都盛乐，后迁平城（398年）。北魏的建立标志着拓跋鲜卑由部落联盟走向国家政权，并逐步成为统一北方的主导力量。", "tgt": "event-qian-qin-wajie", "tgt_name": "前秦瓦解", "tgt_start": 384, "tgt_end": 394, "tgt_period": "period-sixteen-kingdoms", "tgt_regime": null, "tgt_summary": "淝水之战后，前秦统治下的各族首领纷纷自立：慕容垂称后燕（384）、姚苌称后秦（384）、苻坚为姚苌所擒杀（385）；至394年慕容垂灭西燕、姚兴灭前秦，前秦彻底灭亡。前秦瓦解使北方重新陷入十几个政权并立的\"复分裂\"状态。", "relation_desc": "前秦崩溃中拓跋部重建政权"}
{"src": "event-jianyan-nandu", "src_name": "建炎南渡（宋廷南迁临安）", "rel": "precedes", "confidence": 0.6, "src_start": 1127, "src_end": 1138, "src_period": "period-southern-song", "src_regime": null, "src_summary": "建炎元年至绍兴八年（1127—1138 年），宋高宗经历扬州之难（1129 年）后渡江南逃，辗转江淮浙闽，绍兴八年（1138 年）正式定都临安（今杭州），南宋政权趋于稳定。", "tgt": "event-huangtiandang-zhizhan", "tgt_name": "黄天荡之战", "tgt_start": 1130, "tgt_end": 1130, "tgt_period": "period-southern-song", "tgt_regime": null, "tgt_summary": "建炎四年（1130 年），金军完颜宗弼（兀术）南下追宋高宗，北返时在镇江黄天荡被韩世忠部堵截四十余日，金军开渠决堤突围退走；此战标志南宋军事实力足以依托江淮防线与金对峙，亦展示宋金在长江沿岸的拉锯。", "relation_desc": "南渡期间宋金在长江沿线交战（黄天荡）。"}
{"src": "event-yanya-haizhan", "src_name": "崖山海战、南宋灭亡", "rel": "leads_to", "confidence": 0.95, "src_start": 1279, "src_end": 1279, "src_period": "period-southern-song", "src_regime": null, "src_summary": "祥兴二年（1279 年）二月，宋元在崖山（今广东新会南海中）展开海战，宋军大败，陆秀夫负帝昺蹈海，南宋灭亡；元朝至此统一中国，中国历史上最后一次大规模海战歼亡的汉族王朝政权结束。", "tgt": "event-song-meng-zhanzheng", "tgt_name": "宋蒙战争", "tgt_start": 1235, "tgt_end": 1279, "tgt_period": "period-song-liao-jin", "tgt_regime": null, "tgt_summary": "端平二年至祥兴二年（1235—1279 年），蒙古（后期为元）对南宋发动持续战争，分四川、京湖、两淮三个战场，历时四十余年，最终以元灭南宋结束。本事件为 aggregate，子事件（蒙古灭大理、钓鱼城之战、襄樊之战）经 part_of 关联。", "relation_desc": "宋蒙战争以南宋灭亡告终（aggregate 结束）。"}
{"src": "event-guanzhong-gaige", "src_name": "管仲改革", "rel": "leads_to", "confidence": 0.85, "src_start": -685, "src_end": -645, "src_period": "period-spring-autumn", "src_regime": null, "src_summary": "齐桓公即位后任用管仲为相，推行\"通货积财\"、四民分业、三选等内政改革与\"尊王攘夷\"方针，齐国迅速富强，为齐桓公称霸奠定基础。管仲辅政约前685—前645年。", "tgt": "event-qihuan-gong-ba", "tgt_name": "齐桓公称霸", "tgt_start": -679, "tgt_end": -643, "tgt_period": "period-spring-autumn", "tgt_regime": null, "tgt_summary": "齐桓公以\"尊王攘夷\"为旗号会盟诸侯，北御戎狄、南阻楚国，成为春秋第一位霸主，葵丘之会（前651年）达到霸业顶点。齐桓公霸权奠定了春秋\"霸主政治\"的基本格局。", "relation_desc": "管仲改革成就齐桓公霸业"}
{"src": "event-chengpu-zhizhan", "src_name": "城濮之战", "rel": "leads_to", "confidence": 0.9, "src_start": -632, "src_end": -632, "src_period": "period-spring-autumn", "src_regime": null, "src_summary": "前632年，晋文公率晋、宋、齐、秦联军在城濮（今山东鄄城一带）大败楚军，楚成王北进受阻。此役奠定晋国霸权，是春秋时代规模最大、影响最深的会战之一，战后晋文公在践土会盟诸侯、受周天子册命。", "tgt": "event-jinwen-gong-ba", "tgt_name": "晋文公称霸", "tgt_start": -636, "tgt_end": -628, "tgt_period": "period-spring-autumn", "tgt_regime": null, "tgt_summary": "晋文公重耳流亡十九年后回国即位（前636年），改革内政、整顿军制，经城濮之战（前632年）败楚、践土之盟受天子策命，成为齐桓公之后第二位公认的霸主。", "relation_desc": "城濮之战胜后晋文公践土盟诸侯、确立霸权"}
{"src": "event-xiao-zhizhan", "src_name": "崤之战", "rel": "leads_to", "confidence": 0.8, "src_start": -627, "src_end": -627, "src_period": "period-spring-autumn", "src_regime": null, "src_summary": "前627年，秦军东袭郑国未果而返，晋襄公在崤山（今河南三门峡一带）伏击全歼秦军，秦穆公东进战略受挫，秦晋冲突加剧。此役强化了\"秦晋阻隔\"的格局。", "tgt": "event-qinmu-gong-ba-xirong", "tgt_name": "秦穆公称霸西戎", "tgt_start": -659, "tgt_end": -621, "tgt_period": "period-spring-autumn", "tgt_regime": null, "tgt_summary": "秦穆公在位（前659—前621年）期间，任用百里奚、蹇叔等贤臣，向东争霸受阻于晋（崤之战后），遂转向经营西方，\"益国十二，开地千里，遂霸西戎\"，奠定秦国的西部根基。", "relation_desc": "东进受阻后秦穆公转向霸西戎"}
{"src": "event-kaihuang-zhizhi", "src_name": "开皇之治", "rel": "precedes", "confidence": null, "src_start": 581, "src_end": 604, "src_period": "period-sui", "src_regime": null, "src_summary": "隋文帝在位（581—604年）期间，统一南北、轻徭薄赋、澄清吏治，府库充实、户口倍增，史称\"开皇之治\"（属后世概括）。开皇时期的经济恢复与制度创设为隋唐盛世奠定基础。", "tgt": "event-sui-fei-tai-zi-yong", "tgt_name": "隋文帝废太子杨勇", "tgt_start": 600, "tgt_end": 600, "tgt_period": "period-sui", "tgt_regime": null, "tgt_summary": "开皇二十年（600年）隋文帝废太子杨勇，改立次子杨广为太子。废立出于晋王杨广与其党羽的构陷与文帝皇后独孤氏的推动，使皇位继承转向杨广，为日后炀帝暴政与隋亡埋下伏笔。", "relation_desc": "开皇后期废太子引发继承危机"}
